type_hosp,codeGeo,Dépt,DéptNom,GDE REG,Nb RHA,Nb SSRHA,Nb séjours,Nb journées,Année
HP,60610,60,OISE,HDF,2,2,2,2,2019
HP,60640,60,OISE,HDF,1,1,1,1,2019
HP,60660,60,OISE,HDF,44,11,44,96,2019
HP,60680,60,OISE,HDF,14,6,14,14,2019
HP,60690,60,OISE,HDF,2,1,2,10,2019
HP,60700,60,OISE,HDF,44,25,44,107,2019
HP,60730,60,OISE,HDF,13,3,13,53,2019
HP,60740,60,OISE,HDF,21,7,21,77,2019
HP,60800,60,OISE,HDF,37,10,37,107,2019
HP,60810,60,OISE,HDF,5,4,5,21,2019
HP,60820,60,OISE,HDF,7,6,7,23,2019
HP,60840,60,OISE,HDF,1,1,1,1,2019
HP,60870,60,OISE,HDF,31,23,31,77,2019
HP,60880,60,OISE,HDF,31,4,31,138,2019
HP,60940,60,OISE,HDF,2,2,2,2,2019
HP,60C01,60,OISE,HDF,3,3,3,3,2019
HP,61000,61,ORNE,NORMANDIE,1,1,1,1,2019
HP,68400,68,HAUT RHIN,GE,1,1,1,1,2019
HP,75010,75,PARIS,IDF,9,1,9,32,2019
HP,75012,75,PARIS,IDF,1,1,1,1,2019
HP,75013,75,PARIS,IDF,1,1,1,1,2019
HP,75015,75,PARIS,IDF,1,1,1,1,2019
HP,75017,75,PARIS,IDF,1,1,1,1,2019
HP,75018,75,PARIS,IDF,1,1,1,1,2019
HP,75020,75,PARIS,IDF,1,1,1,1,2019
HP,76360,76,SEINE MARITIME,NORMANDIE,1,1,1,1,2019
HP,76600,76,SEINE MARITIME,NORMANDIE,2,2,2,2,2019
HP,76C03,76,SEINE MARITIME,NORMANDIE,1,1,1,1,2019
HP,77230,77,SEINE ET MARNE,IDF,13,3,13,53,2019
HP,77360,77,SEINE ET MARNE,IDF,2,2,2,2,2019
HP,77C01,77,SEINE ET MARNE,IDF,1,1,1,1,2019
HP,78000,78,YVELINES,IDF,1,1,1,1,2019
HP,78300,78,YVELINES,IDF,1,1,1,1,2019
HP,78360,78,YVELINES,IDF,5,4,5,13,2019
HP,78390,78,YVELINES,IDF,1,1,1,1,2019
HP,78510,78,YVELINES,IDF,1,1,1,1,2019
HP,78700,78,YVELINES,IDF,11,2,11,44,2019
HP,78800,78,YVELINES,IDF,1,1,1,1,2019
HP,78870,78,YVELINES,IDF,1,1,1,1,2019
HP,78920,78,YVELINES,IDF,1,1,1,1,2019
HP,80300,80,SOMME,HDF,1,1,1,1,2019
HP,80400,80,SOMME,HDF,1,1,1,1,2019
HP,80440,80,SOMME,HDF,1,1,1,1,2019
HP,80500,80,SOMME,HDF,7,2,7,27,2019
HP,80630,80,SOMME,HDF,2,2,2,2,2019
HP,83150,83,VAR,PACA,3,1,3,8,2019
HP,89100,89,YONNE,BFC,3,3,3,3,2019
HP,89340,89,YONNE,BFC,2,2,2,5,2019
HP,91200,91,ESSONNE,IDF,1,1,1,1,2019
HP,91670,91,ESSONNE,IDF,1,1,1,1,2019
HP,92140,92,HAUTS DE SEINE,IDF,1,1,1,1,2019
HP,92500,92,HAUTS DE SEINE,IDF,1,1,1,1,2019
HP,92700,92,HAUTS DE SEINE,IDF,24,2,24,99,2019
HP,92800,92,HAUTS DE SEINE,IDF,2,2,2,2,2019
HP,93000,93,SEINE SAINT DENIS,IDF,3,1,3,11,2019
HP,93140,93,SEINE SAINT DENIS,IDF,2,2,2,6,2019
HP,93200,93,SEINE SAINT DENIS,IDF,25,1,25,114,2019
HP,93240,93,SEINE SAINT DENIS,IDF,4,3,4,10,2019
HP,93290,93,SEINE SAINT DENIS,IDF,7,3,7,23,2019
HP,93320,93,SEINE SAINT DENIS,IDF,27,13,27,85,2019
HP,93330,93,SEINE SAINT DENIS,IDF,23,1,23,98,2019
HP,93800,93,SEINE SAINT DENIS,IDF,2,2,2,2,2019
HP,94200,94,VAL DE MARNE,IDF,30,4,30,133,2019
HP,95100,95,VAL D'OISE,IDF,88,28,88,298,2019
HP,95110,95,VAL D'OISE,IDF,2,2,2,2,2019
HP,95120,95,VAL D'OISE,IDF,1,1,1,1,2019
HP,95130,95,VAL D'OISE,IDF,41,12,41,145,2019
HP,95140,95,VAL D'OISE,IDF,12,5,12,46,2019
HP,95150,95,VAL D'OISE,IDF,4,2,4,14,2019
HP,95190,95,VAL D'OISE,IDF,26,11,26,103,2019
HP,95200,95,VAL D'OISE,IDF,8,8,8,12,2019
HP,95210,95,VAL D'OISE,IDF,7,2,7,26,2019
HP,95240,95,VAL D'OISE,IDF,11,5,11,32,2019
HP,95250,95,VAL D'OISE,IDF,1,1,1,1,2019
HP,95260,95,VAL D'OISE,IDF,2,2,2,2,2019
HP,95270,95,VAL D'OISE,IDF,55,13,55,214,2019
HP,95280,95,VAL D'OISE,IDF,9,4,9,34,2019
HP,95290,95,VAL D'OISE,IDF,30,3,30,141,2019
HP,95310,95,VAL D'OISE,IDF,27,2,27,57,2019
HP,95320,95,VAL D'OISE,IDF,6,5,6,13,2019
HP,95340,95,VAL D'OISE,IDF,20,13,20,44,2019
HP,95350,95,VAL D'OISE,IDF,7,2,7,31,2019
HP,95360,95,VAL D'OISE,IDF,6,1,6,27,2019
HP,95370,95,VAL D'OISE,IDF,6,1,6,26,2019
HP,95380,95,VAL D'OISE,IDF,36,10,36,142,2019
HP,95400,95,VAL D'OISE,IDF,39,22,39,113,2019
HP,95410,95,VAL D'OISE,IDF,3,2,3,11,2019
HP,95420,95,VAL D'OISE,IDF,6,3,6,19,2019
HP,95440,95,VAL D'OISE,IDF,9,3,9,37,2019
HP,95470,95,VAL D'OISE,IDF,2,2,2,2,2019
HP,95490,95,VAL D'OISE,IDF,1,1,1,1,2019
HP,95500,95,VAL D'OISE,IDF,38,10,38,145,2019
HP,95540,95,VAL D'OISE,IDF,10,4,10,39,2019
HP,95560,95,VAL D'OISE,IDF,13,4,13,54,2019
HP,95570,95,VAL D'OISE,IDF,3,2,3,4,2019
HP,95600,95,VAL D'OISE,IDF,50,12,50,124,2019
HP,95610,95,VAL D'OISE,IDF,1,1,1,1,2019
HP,95630,95,VAL D'OISE,IDF,7,1,7,29,2019
HP,95640,95,VAL D'OISE,IDF,7,4,7,23,2019
HP,95670,95,VAL D'OISE,IDF,52,5,52,190,2019
HP,95690,95,VAL D'OISE,IDF,4,2,4,12,2019
HP,95810,95,VAL D'OISE,IDF,15,5,15,58,2019
HP,95820,95,VAL D'OISE,IDF,1,1,1,1,2019
HP,95870,95,VAL D'OISE,IDF,5,2,5,19,2019
HP,95C02,95,VAL D'OISE,IDF,8,2,8,34,2019
HP,95C03,95,VAL D'OISE,IDF,68,22,68,241,2019
HP,95C04,95,VAL D'OISE,IDF,29,6,29,115,2019
HP,99131,99,Belgique,Belgique,1,1,1,1,2019
HP,9A070,9A,GUADELOUPE,TOM,1,1,1,3,2019
HC,1240,12,AVEYRON,OCC,1,1,1,2,M2 2023
HC,27C10,27,EURE,NORMANDIE,9,2,2,44,M2 2023
HC,50490,50,MANCHE,NORMANDIE,6,5,5,21,M2 2023
HC,51100,51,MARNE,GE,3,1,1,18,M2 2023
HC,59157,59,NORD,HDF,4,1,1,21,M2 2023
HC,60100,60,OISE,HDF,3,1,1,17,M2 2023
HC,60150,60,OISE,HDF,5,1,1,26,M2 2023
HC,60160,60,OISE,HDF,3,1,1,16,M2 2023
HC,60340,60,OISE,HDF,6,2,2,36,M2 2023
HC,60530,60,OISE,HDF,4,1,1,22,M2 2023
HC,60700,60,OISE,HDF,14,3,3,85,M2 2023
HC,75012,75,PARIS,IDF,1,1,1,1,M2 2023
HC,75017,75,PARIS,IDF,2,2,2,5,M2 2023
HC,76530,76,SEINE MARITIME,NORMANDIE,3,1,1,21,M2 2023
HC,76600,76,SEINE MARITIME,NORMANDIE,1,1,1,4,M2 2023
HC,77360,77,SEINE ET MARNE,IDF,1,1,1,7,M2 2023
HC,77C01,77,SEINE ET MARNE,IDF,1,1,1,4,M2 2023
HC,91220,91,ESSONNE,IDF,4,1,1,23,M2 2023
HC,92240,92,HAUTS DE SEINE,IDF,2,2,2,4,M2 2023
HC,93000,93,SEINE SAINT DENIS,IDF,1,1,1,6,M2 2023
HC,93700,93,SEINE SAINT DENIS,IDF,8,1,1,48,M2 2023
HC,93800,93,SEINE SAINT DENIS,IDF,2,1,1,11,M2 2023
HC,95140,95,VAL D'OISE,IDF,6,1,1,38,M2 2023
HC,95200,95,VAL D'OISE,IDF,3,1,1,17,M2 2023
HC,95230,95,VAL D'OISE,IDF,3,1,1,21,M2 2023
HC,95250,95,VAL D'OISE,IDF,1,1,1,5,M2 2023
HC,95380,95,VAL D'OISE,IDF,6,1,1,39,M2 2023
HC,95400,95,VAL D'OISE,IDF,8,1,1,56,M2 2023
HC,95500,95,VAL D'OISE,IDF,6,2,2,27,M2 2023
HC,95640,95,VAL D'OISE,IDF,3,1,1,17,M2 2023
HC,95C02,95,VAL D'OISE,IDF,3,1,1,18,M2 2023
HC,95C03,95,VAL D'OISE,IDF,2,1,1,7,M2 2023
HC,9A015,9A,GUADELOUPE,TOM,4,1,1,24,M2 2023
HP,2270,22,COTES D-ARMOR,B,1,1,1,1,M2 2023
HP,2540,25,DOUBS,BFC,1,1,1,1,M2 2023
HP,8090,80,SOMME,HDF,1,1,1,1,M2 2023
HP,18800,18,CHER,CVL,4,2,4,16,M2 2023
HP,21000,21,COTE-D-OR,BFC,3,1,3,13,M2 2023
HP,27200,27,EURE,NORMANDIE,1,1,1,1,M2 2023
HP,27C04,27,EURE,NORMANDIE,1,1,1,1,M2 2023
HP,27C07,27,EURE,NORMANDIE,1,1,1,1,M2 2023
HP,51100,51,MARNE,GE,1,1,1,1,M2 2023
HP,51600,51,MARNE,GE,8,1,8,40,M2 2023
HP,60000,60,OISE,HDF,2,2,2,2,M2 2023
HP,60100,60,OISE,HDF,3,3,3,3,M2 2023
HP,60110,60,OISE,HDF,1,1,1,1,M2 2023
HP,60127,60,OISE,HDF,2,2,2,2,M2 2023
HP,60130,60,OISE,HDF,2,1,2,2,M2 2023
HP,60140,60,OISE,HDF,7,4,7,21,M2 2023
HP,60150,60,OISE,HDF,2,1,2,9,M2 2023
HP,60160,60,OISE,HDF,22,7,22,74,M2 2023
HP,60170,60,OISE,HDF,10,3,10,37,M2 2023
HP,60175,60,OISE,HDF,7,1,7,34,M2 2023
HP,60180,60,OISE,HDF,47,12,47,196,M2 2023
HP,60190,60,OISE,HDF,3,3,3,3,M2 2023
HP,60200,60,OISE,HDF,21,10,21,69,M2 2023
HP,60260,60,OISE,HDF,10,3,10,43,M2 2023
HP,60270,60,OISE,HDF,21,3,21,100,M2 2023
HP,60290,60,OISE,HDF,4,3,4,12,M2 2023
HP,60300,60,OISE,HDF,9,3,9,40,M2 2023
HP,60310,60,OISE,HDF,1,1,1,5,M2 2023
HP,60340,60,OISE,HDF,25,9,25,104,M2 2023
HP,60400,60,OISE,HDF,1,1,1,1,M2 2023
HP,60460,60,OISE,HDF,2,2,2,2,M2 2023
HP,60500,60,OISE,HDF,21,3,21,99,M2 2023
HP,60520,60,OISE,HDF,24,7,24,95,M2 2023
HP,60530,60,OISE,HDF,2,2,2,2,M2 2023
HP,60560,60,OISE,HDF,1,1,1,1,M2 2023
HP,60580,60,OISE,HDF,1,1,1,5,M2 2023
HP,60600,60,OISE,HDF,8,2,8,36,M2 2023
HP,60650,60,OISE,HDF,3,1,3,3,M2 2023
HP,60660,60,OISE,HDF,23,7,23,93,M2 2023
HP,60680,60,OISE,HDF,2,2,2,2,M2 2023
HP,60700,60,OISE,HDF,14,4,14,54,M2 2023
HP,60740,60,OISE,HDF,14,2,14,70,M2 2023
HP,60800,60,OISE,HDF,1,1,1,1,M2 2023
HP,60810,60,OISE,HDF,3,1,3,14,M2 2023
HP,60820,60,OISE,HDF,6,1,6,30,M2 2023
HP,60870,60,OISE,HDF,11,5,11,54,M2 2023
HP,75016,75,PARIS,IDF,1,1,1,1,M2 2023
HP,75018,75,PARIS,IDF,1,1,1,1,M2 2023
HP,76110,76,SEINE MARITIME,NORMANDIE,1,1,1,1,M2 2023
HP,76480,76,SEINE MARITIME,NORMANDIE,1,1,1,1,M2 2023
HP,76600,76,SEINE MARITIME,NORMANDIE,1,1,1,1,M2 2023
HP,76690,76,SEINE MARITIME,NORMANDIE,1,1,1,1,M2 2023
HP,77230,77,SEINE ET MARNE,IDF,7,1,7,33,M2 2023
HP,77360,77,SEINE ET MARNE,IDF,1,1,1,1,M2 2023
HP,78380,78,YVELINES,IDF,1,1,1,1,M2 2023
HP,78700,78,YVELINES,IDF,7,1,7,16,M2 2023
HP,80440,80,SOMME,HDF,1,1,1,1,M2 2023
HP,80500,80,SOMME,HDF,4,1,4,20,M2 2023
HP,93000,93,SEINE SAINT DENIS,IDF,1,1,1,1,M2 2023
HP,93240,93,SEINE SAINT DENIS,IDF,3,1,3,15,M2 2023
HP,93290,93,SEINE SAINT DENIS,IDF,2,2,2,2,M2 2023
HP,93420,93,SEINE SAINT DENIS,IDF,7,1,7,14,M2 2023
HP,93600,93,SEINE SAINT DENIS,IDF,3,1,3,13,M2 2023
HP,95100,95,VAL D'OISE,IDF,11,6,11,38,M2 2023
HP,95110,95,VAL D'OISE,IDF,8,2,8,36,M2 2023
HP,95140,95,VAL D'OISE,IDF,10,6,10,34,M2 2023
HP,95150,95,VAL D'OISE,IDF,1,1,1,1,M2 2023
HP,95160,95,VAL D'OISE,IDF,5,1,5,21,M2 2023
HP,95170,95,VAL D'OISE,IDF,1,1,1,1,M2 2023
HP,95190,95,VAL D'OISE,IDF,6,1,6,17,M2 2023
HP,95230,95,VAL D'OISE,IDF,1,1,1,1,M2 2023
HP,95240,95,VAL D'OISE,IDF,6,1,6,27,M2 2023
HP,95250,95,VAL D'OISE,IDF,2,2,2,2,M2 2023
HP,95270,95,VAL D'OISE,IDF,6,3,6,17,M2 2023
HP,95280,95,VAL D'OISE,IDF,1,1,1,5,M2 2023
HP,95310,95,VAL D'OISE,IDF,8,1,8,23,M2 2023
HP,95320,95,VAL D'OISE,IDF,1,1,1,1,M2 2023
HP,95360,95,VAL D'OISE,IDF,1,1,1,1,M2 2023
HP,95370,95,VAL D'OISE,IDF,7,1,7,31,M2 2023
HP,95380,95,VAL D'OISE,IDF,14,4,14,54,M2 2023
HP,95400,95,VAL D'OISE,IDF,11,4,11,44,M2 2023
HP,95490,95,VAL D'OISE,IDF,1,1,1,1,M2 2023
HP,95500,95,VAL D'OISE,IDF,4,2,4,16,M2 2023
HP,95520,95,VAL D'OISE,IDF,1,1,1,1,M2 2023
HP,95620,95,VAL D'OISE,IDF,3,3,3,7,M2 2023
HP,95630,95,VAL D'OISE,IDF,3,2,3,10,M2 2023
HP,95670,95,VAL D'OISE,IDF,12,4,12,51,M2 2023
HP,95820,95,VAL D'OISE,IDF,2,1,2,10,M2 2023
HP,95C03,95,VAL D'OISE,IDF,19,15,19,31,M2 2023
HP,95C04,95,VAL D'OISE,IDF,3,2,3,11,M2 2023
HP,9A016,9A,GUADELOUPE,TOM,8,1,8,39,M2 2023
